"year","squirrel_id","breed_status","fieldBDate","grid","lac_end","lac_cache"
1997,3783,1,1997-04-27,"KL",1997-07-06,FALSE
1997,3801,1,1997-04-11,"KL",1997-06-20,FALSE
1997,3811,1,1997-04-14,"KL",1997-06-23,FALSE
1997,3927,0,NA,"KL",NA,FALSE
1997,4108,1,1997-04-26,"KL",1997-07-05,FALSE
1997,4154,0,NA,"KL",NA,FALSE
1997,4187,1,1997-04-26,"KL",1997-07-05,FALSE
1997,4227,1,1997-04-24,"KL",1997-07-03,FALSE
1997,4245,1,1997-04-12,"KL",1997-06-21,FALSE
1997,4273,1,1997-04-30,"KL",1997-07-09,FALSE
1997,4428,1,1997-04-30,"KL",1997-07-09,FALSE
1997,4429,0,NA,"KL",NA,FALSE
1997,4453,1,1997-04-08,"KL",1997-06-17,FALSE
1997,4465,1,1997-04-06,"KL",1997-06-15,FALSE
1997,4467,1,1997-04-28,"KL",1997-07-07,FALSE
1997,4472,1,1997-04-08,"KL",1997-06-17,FALSE
1997,4486,1,1997-04-14,"KL",1997-06-23,FALSE
1997,4569,1,1997-04-21,"KL",1997-06-30,FALSE
1997,4573,0,NA,"KL",NA,FALSE
1997,4596,0,NA,"KL",NA,FALSE
1997,4608,0,NA,"KL",NA,FALSE
1997,4697,1,1997-04-25,"KL",1997-07-04,FALSE
1997,4704,1,1997-04-04,"KL",1997-06-13,FALSE
1997,4705,1,1997-03-30,"KL",1997-06-08,FALSE
1997,4713,1,1997-04-28,"KL",1997-07-07,FALSE
1997,4722,1,1997-05-01,"KL",1997-07-10,FALSE
1997,4735,1,1997-04-07,"KL",1997-06-16,FALSE
1997,4774,1,1997-04-18,"KL",1997-06-27,FALSE
1997,4776,0,NA,"KL",NA,FALSE
1997,4810,0,NA,"KL",NA,FALSE
1997,4819,0,NA,"KL",NA,FALSE
1997,4826,1,1997-04-14,"KL",1997-06-23,FALSE
1997,4906,1,1997-04-06,"KL",1997-06-15,FALSE
1997,4996,1,1997-04-23,"KL",1997-07-02,FALSE
1997,5020,1,1997-03-27,"KL",1997-06-05,FALSE
1997,5418,0,NA,"KL",NA,FALSE
1997,5461,0,NA,"KL",NA,FALSE
1997,6230,1,1997-05-19,"KL",1997-07-28,FALSE
1997,3277,0,NA,"SU",NA,FALSE
1997,3283,1,1997-04-14,"SU",1997-06-23,FALSE
1997,3334,1,1997-05-06,"SU",1997-07-15,FALSE
1997,3335,1,1997-04-12,"SU",1997-06-21,FALSE
1997,3420,1,1997-05-25,"SU",1997-08-03,FALSE
1997,3423,1,1997-04-08,"SU",1997-06-17,FALSE
1997,3491,0,NA,"SU",NA,FALSE
1997,3522,1,1997-05-29,"SU",1997-08-07,FALSE
1997,3526,0,NA,"SU",NA,FALSE
1997,3604,1,1997-04-08,"SU",1997-06-17,FALSE
1997,3660,0,NA,"SU",NA,FALSE
1997,3703,1,1997-04-30,"SU",1997-07-09,FALSE
1997,3709,1,1997-04-04,"SU",1997-06-13,FALSE
1997,3717,1,1997-05-24,"SU",1997-08-02,FALSE
1997,3721,0,NA,"SU",NA,FALSE
1997,3820,1,1997-04-06,"SU",1997-06-15,FALSE
1997,4091,0,NA,"SU",NA,FALSE
1997,4235,0,NA,"SU",NA,FALSE
1997,4244,1,1997-05-18,"SU",1997-07-27,FALSE
1997,4254,1,1997-05-07,"SU",1997-07-16,FALSE
1997,4272,1,1997-05-18,"SU",1997-07-27,FALSE
1997,4312,1,1997-04-08,"SU",1997-06-17,FALSE
1997,4316,1,1997-04-10,"SU",1997-06-19,FALSE
1997,4325,1,1997-04-27,"SU",1997-07-06,FALSE
1997,4370,0,NA,"SU",NA,FALSE
1997,4401,1,1997-04-16,"SU",1997-06-25,FALSE
1997,4439,1,1997-04-14,"SU",1997-06-23,FALSE
1997,4476,0,NA,"SU",NA,FALSE
1997,4581,0,NA,"SU",NA,FALSE
1997,4603,1,1997-04-06,"SU",1997-06-15,FALSE
1997,4607,0,NA,"SU",NA,FALSE
1997,4640,1,1997-03-30,"SU",1997-06-08,FALSE
1997,4642,1,1997-04-16,"SU",1997-06-25,FALSE
1997,4724,0,NA,"SU",NA,FALSE
1997,4727,1,1997-05-04,"SU",1997-07-13,FALSE
1997,4901,1,1997-04-14,"SU",1997-06-23,FALSE
1997,4942,1,1997-05-01,"SU",1997-07-10,FALSE
1997,4992,0,NA,"SU",NA,FALSE
1997,5001,1,1997-05-02,"SU",1997-07-11,FALSE
1997,5350,1,1997-05-19,"SU",1997-07-28,FALSE
1998,3567,0,NA,"KL",NA,FALSE
1998,3606,0,NA,"KL",NA,FALSE
1998,3616,1,1998-05-06,"KL",1998-07-15,FALSE
1998,3618,1,1998-05-30,"KL",1998-08-08,FALSE
1998,3642,1,1998-05-11,"KL",1998-07-20,FALSE
1998,3674,1,1998-04-19,"KL",1998-06-28,FALSE
1998,3700,1,1998-04-14,"KL",1998-06-23,FALSE
1998,3700,1,1998-07-13,"KL",1998-09-21,TRUE
1998,3720,1,1998-05-16,"KL",1998-07-25,FALSE
1998,3750,1,1998-03-26,"KL",1998-06-04,FALSE
1998,3750,1,1998-07-10,"KL",1998-09-18,TRUE
1998,3769,1,1998-05-10,"KL",1998-07-19,FALSE
1998,3783,1,1998-04-23,"KL",1998-07-02,FALSE
1998,3783,1,1998-07-04,"KL",1998-09-12,TRUE
1998,3789,1,1998-06-07,"KL",1998-08-16,FALSE
1998,3801,1,1998-07-22,"KL",1998-09-30,TRUE
1998,3927,1,1998-05-25,"KL",1998-08-03,FALSE
1998,4108,1,1998-05-13,"KL",1998-07-22,FALSE
1998,4154,1,1998-04-22,"KL",1998-07-01,FALSE
1998,4187,1,1998-04-29,"KL",1998-07-08,FALSE
1998,4227,1,1998-04-20,"KL",1998-06-29,FALSE
1998,4227,1,1998-07-16,"KL",1998-09-24,TRUE
1998,4273,1,1998-04-19,"KL",1998-06-28,FALSE
1998,4309,1,1998-06-07,"KL",1998-08-16,FALSE
1998,4428,1,1998-04-18,"KL",1998-06-27,FALSE
1998,4429,1,1998-07-28,"KL",1998-10-06,TRUE
1998,4430,1,1998-06-21,"KL",1998-08-30,TRUE
1998,4453,1,1998-04-14,"KL",1998-06-23,FALSE
1998,4465,1,1998-04-13,"KL",1998-06-22,FALSE
1998,4465,1,1998-07-12,"KL",1998-09-20,TRUE
1998,4467,1,1998-04-12,"KL",1998-06-21,FALSE
1998,4467,1,1998-07-10,"KL",1998-09-18,TRUE
1998,4472,1,1998-05-25,"KL",1998-08-03,FALSE
1998,4486,1,1998-04-24,"KL",1998-07-03,FALSE
1998,4486,1,1998-06-10,"KL",1998-08-19,TRUE
1998,4569,1,1998-04-16,"KL",1998-06-25,FALSE
1998,4573,1,1998-04-17,"KL",1998-06-26,FALSE
1998,4573,1,1998-07-06,"KL",1998-09-14,TRUE
1998,4582,0,NA,"KL",NA,FALSE
1998,4588,0,NA,"KL",NA,FALSE
1998,4596,1,1998-04-22,"KL",1998-07-01,FALSE
1998,4608,1,1998-04-19,"KL",1998-06-28,FALSE
1998,4682,1,1998-04-15,"KL",1998-06-24,FALSE
1998,4697,1,1998-04-21,"KL",1998-06-30,FALSE
1998,4704,1,1998-04-03,"KL",1998-06-12,FALSE
1998,4704,1,1998-07-15,"KL",1998-09-23,TRUE
1998,4705,1,1998-04-06,"KL",1998-06-15,FALSE
1998,4705,1,1998-07-20,"KL",1998-09-28,TRUE
1998,4713,1,1998-05-07,"KL",1998-07-16,FALSE
1998,4722,1,1998-04-25,"KL",1998-07-04,FALSE
1998,4735,1,1998-04-11,"KL",1998-06-20,FALSE
1998,4760,0,NA,"KL",NA,FALSE
1998,4774,1,1998-04-09,"KL",1998-06-18,FALSE
1998,4774,1,1998-06-23,"KL",1998-09-01,TRUE
1998,4776,1,1998-05-01,"KL",1998-07-10,FALSE
1998,4792,1,1998-05-01,"KL",1998-07-10,FALSE
1998,4819,1,1998-06-11,"KL",1998-08-20,TRUE
1998,4826,1,1998-04-17,"KL",1998-06-26,FALSE
1998,4842,0,NA,"KL",NA,FALSE
1998,4851,1,1998-05-08,"KL",1998-07-17,FALSE
1998,4879,0,NA,"KL",NA,FALSE
1998,4906,1,1998-04-05,"KL",1998-06-14,FALSE
1998,4906,1,1998-07-05,"KL",1998-09-13,TRUE
1998,4996,1,1998-04-11,"KL",1998-06-20,FALSE
1998,5020,1,1998-04-02,"KL",1998-06-11,FALSE
1998,5020,1,1998-07-02,"KL",1998-09-10,TRUE
1998,5348,0,NA,"KL",NA,FALSE
1998,5461,1,1998-06-06,"KL",1998-08-15,FALSE
1998,5717,0,NA,"KL",NA,FALSE
1998,6041,1,1998-04-18,"KL",1998-06-27,FALSE
1998,6230,1,1998-05-18,"KL",1998-07-27,FALSE
1998,3580,1,1998-04-27,"SU",1998-07-06,FALSE
1998,3604,1,1998-04-16,"SU",1998-06-25,FALSE
1998,3633,1,1998-05-07,"SU",1998-07-16,FALSE
1998,3703,1,1998-05-14,"SU",1998-07-23,FALSE
1998,3709,1,1998-06-19,"SU",1998-08-28,TRUE
1998,3717,1,1998-05-14,"SU",1998-07-23,FALSE
1998,3721,1,1998-04-24,"SU",1998-07-03,FALSE
1998,3735,1,1998-07-03,"SU",1998-09-11,TRUE
1998,3820,1,1998-07-20,"SU",1998-09-28,TRUE
1998,3898,1,1998-07-20,"SU",1998-09-28,TRUE
1998,3899,1,1998-05-08,"SU",1998-07-17,FALSE
1998,4077,0,NA,"SU",NA,FALSE
1998,4078,1,1998-04-09,"SU",1998-06-18,FALSE
1998,4078,1,1998-07-17,"SU",1998-09-25,TRUE
1998,4235,1,1998-06-06,"SU",1998-08-15,FALSE
1998,4244,1,1998-05-04,"SU",1998-07-13,FALSE
1998,4254,1,1998-05-09,"SU",1998-07-18,FALSE
1998,4255,1,1998-05-09,"SU",1998-07-18,FALSE
1998,4257,1,1998-04-26,"SU",1998-07-05,FALSE
1998,4286,1,1998-05-11,"SU",1998-07-20,FALSE
1998,4312,1,1998-04-08,"SU",1998-06-17,FALSE
1998,4312,1,1998-07-28,"SU",1998-10-06,TRUE
1998,4316,1,1998-07-30,"SU",1998-10-08,TRUE
1998,4322,1,1998-07-17,"SU",1998-09-25,TRUE
1998,4325,1,1998-04-22,"SU",1998-07-01,FALSE
1998,4386,1,1998-06-21,"SU",1998-08-30,TRUE
1998,4401,1,1998-05-13,"SU",1998-07-22,FALSE
1998,4439,1,1998-04-13,"SU",1998-06-22,FALSE
1998,4476,1,1998-07-02,"SU",1998-09-10,TRUE
1998,4581,1,1998-07-11,"SU",1998-09-19,TRUE
1998,4603,1,1998-04-15,"SU",1998-06-24,FALSE
1998,4603,1,1998-07-11,"SU",1998-09-19,TRUE
1998,4640,1,1998-05-27,"SU",1998-08-05,FALSE
1998,4642,1,1998-05-15,"SU",1998-07-24,FALSE
1998,4837,1,1998-04-26,"SU",1998-07-05,FALSE
1998,4899,1,1998-06-14,"SU",1998-08-23,TRUE
1998,4901,1,1998-05-19,"SU",1998-07-28,FALSE
1998,4925,1,1998-06-19,"SU",1998-08-28,TRUE
1998,5001,1,1998-07-17,"SU",1998-09-25,TRUE
1998,5049,1,1998-05-17,"SU",1998-07-26,FALSE
1998,5110,1,1998-04-21,"SU",1998-06-30,FALSE
1998,5110,1,1998-06-02,"SU",1998-08-11,FALSE
1998,5136,1,1998-05-22,"SU",1998-07-31,FALSE
1998,5228,1,1998-04-07,"SU",1998-06-16,FALSE
1998,5230,1,1998-06-16,"SU",1998-08-25,TRUE
1998,5350,1,1998-05-03,"SU",1998-07-12,FALSE
1998,5378,1,1998-04-22,"SU",1998-07-01,FALSE
1998,5562,1,1998-06-02,"SU",1998-08-11,FALSE
1998,5586,0,NA,"SU",NA,FALSE
1999,3927,1,1999-03-24,"KL",1999-06-02,FALSE
1999,4076,1,1999-03-26,"KL",1999-06-04,FALSE
1999,4088,0,NA,"KL",NA,FALSE
1999,4100,1,1999-03-30,"KL",1999-06-08,FALSE
1999,4109,0,NA,"KL",NA,FALSE
1999,4125,1,1999-04-07,"KL",1999-06-16,FALSE
1999,4133,0,NA,"KL",NA,FALSE
1999,4154,1,1999-04-07,"KL",1999-06-16,FALSE
1999,4156,1,1999-04-09,"KL",1999-06-18,FALSE
1999,4157,1,1999-04-10,"KL",1999-06-19,FALSE
1999,4162,0,NA,"KL",NA,FALSE
1999,4167,1,1999-04-20,"KL",1999-06-29,FALSE
1999,4168,0,NA,"KL",NA,FALSE
1999,4187,1,1999-03-27,"KL",1999-06-05,FALSE
1999,4210,1,1999-04-19,"KL",1999-06-28,FALSE
1999,4217,1,1999-04-08,"KL",1999-06-17,FALSE
1999,4227,1,1999-04-12,"KL",1999-06-21,FALSE
1999,4245,1,1999-04-07,"KL",1999-06-16,FALSE
1999,4284,1,1999-04-16,"KL",1999-06-25,FALSE
1999,4373,1,1999-04-07,"KL",1999-06-16,FALSE
1999,4375,1,1999-04-05,"KL",1999-06-14,FALSE
1999,4421,1,1999-04-08,"KL",1999-06-17,FALSE
1999,4422,1,1999-04-15,"KL",1999-06-24,FALSE
1999,4424,1,1999-04-07,"KL",1999-06-16,FALSE
1999,4425,1,1999-04-12,"KL",1999-06-21,FALSE
1999,4428,1,1999-03-27,"KL",1999-06-05,FALSE
1999,4430,1,1999-04-01,"KL",1999-06-10,FALSE
1999,4453,1,1999-03-27,"KL",1999-06-05,FALSE
1999,4453,1,1999-05-24,"KL",1999-08-02,FALSE
1999,4465,1,1999-04-01,"KL",1999-06-10,FALSE
1999,4466,1,1999-04-22,"KL",1999-07-01,FALSE
1999,4467,1,1999-05-20,"KL",1999-07-29,FALSE
1999,4469,0,NA,"KL",NA,FALSE
1999,4486,1,1999-04-06,"KL",1999-06-15,FALSE
1999,4545,1,1999-05-17,"KL",1999-07-26,FALSE
1999,4561,0,NA,"KL",NA,FALSE
1999,4569,1,1999-03-29,"KL",1999-06-07,FALSE
1999,4573,1,1999-04-09,"KL",1999-06-18,FALSE
1999,4578,1,1999-04-11,"KL",1999-06-20,FALSE
1999,4582,1,1999-04-04,"KL",1999-06-13,FALSE
1999,4586,0,NA,"KL",NA,FALSE
1999,4588,1,1999-04-04,"KL",1999-06-13,FALSE
1999,4608,1,1999-03-31,"KL",1999-06-09,FALSE
1999,4621,0,NA,"KL",NA,FALSE
1999,4670,0,NA,"KL",NA,FALSE
1999,4682,1,1999-03-30,"KL",1999-06-08,FALSE
1999,4697,1,1999-03-20,"KL",1999-05-29,FALSE
1999,4704,1,1999-04-03,"KL",1999-06-12,FALSE
1999,4722,1,1999-04-01,"KL",1999-06-10,FALSE
1999,4728,0,NA,"KL",NA,FALSE
1999,4735,1,1999-03-15,"KL",1999-05-24,FALSE
1999,4741,0,NA,"KL",NA,FALSE
1999,4760,1,1999-03-31,"KL",1999-06-09,FALSE
1999,4774,1,1999-05-17,"KL",1999-07-26,FALSE
1999,4776,1,1999-03-28,"KL",1999-06-06,FALSE
1999,4783,1,1999-04-07,"KL",1999-06-16,FALSE
1999,4784,0,NA,"KL",NA,FALSE
1999,4792,1,1999-03-27,"KL",1999-06-05,FALSE
1999,4796,0,NA,"KL",NA,FALSE
1999,4810,1,1999-04-05,"KL",1999-06-14,FALSE
1999,4818,1,1999-04-08,"KL",1999-06-17,FALSE
1999,4819,1,1999-03-26,"KL",1999-06-04,FALSE
1999,4822,1,1999-04-03,"KL",1999-06-12,FALSE
1999,4842,1,1999-04-04,"KL",1999-06-13,FALSE
1999,4851,1,1999-03-30,"KL",1999-06-08,FALSE
1999,4870,1,1999-03-25,"KL",1999-06-03,FALSE
1999,4879,1,1999-04-05,"KL",1999-06-14,FALSE
1999,4881,1,1999-04-05,"KL",1999-06-14,FALSE
1999,4895,1,1999-04-08,"KL",1999-06-17,FALSE
1999,4898,1,1999-03-28,"KL",1999-06-06,FALSE
1999,4906,1,1999-03-16,"KL",1999-05-25,FALSE
1999,4909,1,1999-04-04,"KL",1999-06-13,FALSE
1999,4916,0,NA,"KL",NA,FALSE
1999,4921,0,NA,"KL",NA,FALSE
1999,4923,0,NA,"KL",NA,FALSE
1999,4924,0,NA,"KL",NA,FALSE
1999,4996,1,1999-03-17,"KL",1999-05-26,FALSE
1999,5166,0,NA,"KL",NA,FALSE
1999,5175,1,1999-04-10,"KL",1999-06-19,FALSE
1999,5187,0,NA,"KL",NA,FALSE
1999,5194,1,1999-04-10,"KL",1999-06-19,FALSE
1999,5231,1,1999-04-15,"KL",1999-06-24,FALSE
1999,5348,1,1999-04-05,"KL",1999-06-14,FALSE
1999,5360,0,NA,"KL",NA,FALSE
1999,5418,1,1999-03-29,"KL",1999-06-07,FALSE
1999,5461,1,1999-05-18,"KL",1999-07-27,FALSE
1999,5496,0,NA,"KL",NA,FALSE
1999,5513,1,1999-04-14,"KL",1999-06-23,FALSE
1999,5526,0,NA,"KL",NA,FALSE
1999,5544,1,1999-04-23,"KL",1999-07-02,FALSE
1999,5561,0,NA,"KL",NA,FALSE
1999,5587,0,NA,"KL",NA,FALSE
1999,5627,1,1999-04-02,"KL",1999-06-11,FALSE
1999,5674,1,1999-04-10,"KL",1999-06-19,FALSE
1999,5717,0,NA,"KL",NA,FALSE
1999,5754,0,NA,"KL",NA,FALSE
1999,5755,1,1999-04-15,"KL",1999-06-24,FALSE
1999,5763,1,1999-04-24,"KL",1999-07-03,FALSE
1999,5808,0,NA,"KL",NA,FALSE
1999,5824,0,NA,"KL",NA,FALSE
1999,5940,0,NA,"KL",NA,FALSE
1999,6041,1,1999-03-27,"KL",1999-06-05,FALSE
1999,6071,0,NA,"KL",NA,FALSE
1999,6072,0,NA,"KL",NA,FALSE
1999,6230,0,NA,"KL",NA,FALSE
1999,6532,1,1999-04-17,"KL",1999-06-26,FALSE
1999,3898,1,1999-04-01,"SU",1999-06-10,FALSE
1999,3899,1,1999-03-23,"SU",1999-06-01,FALSE
1999,4078,1,1999-03-29,"SU",1999-06-07,FALSE
1999,4091,1,1999-03-31,"SU",1999-06-09,FALSE
1999,4112,1,1999-04-25,"SU",1999-07-04,FALSE
1999,4126,0,NA,"SU",NA,FALSE
1999,4149,1,1999-04-03,"SU",1999-06-12,FALSE
1999,4235,1,1999-03-25,"SU",1999-06-03,FALSE
1999,4244,1,1999-03-29,"SU",1999-06-07,FALSE
1999,4254,1,1999-03-28,"SU",1999-06-06,FALSE
1999,4257,1,1999-03-31,"SU",1999-06-09,FALSE
1999,4286,1,1999-03-24,"SU",1999-06-02,FALSE
1999,4308,0,NA,"SU",NA,FALSE
1999,4312,1,1999-04-08,"SU",1999-06-17,FALSE
1999,4316,1,1999-04-08,"SU",1999-06-17,FALSE
1999,4322,0,NA,"SU",NA,FALSE
1999,4343,1,1999-04-11,"SU",1999-06-20,FALSE
1999,4350,1,1999-04-04,"SU",1999-06-13,FALSE
1999,4356,1,1999-04-20,"SU",1999-06-29,FALSE
1999,4386,1,1999-04-03,"SU",1999-06-12,FALSE
1999,4416,1,1999-04-06,"SU",1999-06-15,FALSE
1999,4435,1,1999-04-02,"SU",1999-06-11,FALSE
1999,4476,1,1999-03-17,"SU",1999-05-26,FALSE
1999,4537,1,1999-04-05,"SU",1999-06-14,FALSE
1999,4538,1,1999-03-28,"SU",1999-06-06,FALSE
1999,4572,1,1999-04-08,"SU",1999-06-17,FALSE
1999,4581,1,1999-04-02,"SU",1999-06-11,FALSE
1999,4585,1,1999-03-31,"SU",1999-06-09,FALSE
1999,4595,1,1999-04-01,"SU",1999-06-10,FALSE
1999,4597,1,1999-04-08,"SU",1999-06-17,FALSE
1999,4603,1,1999-03-28,"SU",1999-06-06,FALSE
1999,4616,0,NA,"SU",NA,FALSE
1999,4620,0,NA,"SU",NA,FALSE
1999,4640,1,1999-02-24,"SU",1999-05-05,FALSE
1999,4642,1,1999-03-22,"SU",1999-05-31,FALSE
1999,4657,0,NA,"SU",NA,FALSE
1999,4727,1,1999-03-17,"SU",1999-05-26,FALSE
1999,4787,1,1999-04-01,"SU",1999-06-10,FALSE
1999,4833,0,NA,"SU",NA,FALSE
1999,4864,0,NA,"SU",NA,FALSE
1999,4891,0,NA,"SU",NA,FALSE
1999,4896,0,NA,"SU",NA,FALSE
1999,4901,1,1999-05-13,"SU",1999-07-22,FALSE
1999,4925,1,1999-04-05,"SU",1999-06-14,FALSE
1999,4942,1,1999-04-01,"SU",1999-06-10,FALSE
1999,5001,1,1999-03-30,"SU",1999-06-08,FALSE
1999,5043,0,NA,"SU",NA,FALSE
1999,5049,1,1999-03-29,"SU",1999-06-07,FALSE
1999,5110,1,1999-03-26,"SU",1999-06-04,FALSE
1999,5125,0,NA,"SU",NA,FALSE
1999,5136,1,1999-03-30,"SU",1999-06-08,FALSE
1999,5190,1,1999-04-08,"SU",1999-06-17,FALSE
1999,5199,0,NA,"SU",NA,FALSE
1999,5228,1,1999-03-13,"SU",1999-05-22,FALSE
1999,5230,1,1999-03-25,"SU",1999-06-03,FALSE
1999,5247,0,NA,"SU",NA,FALSE
1999,5264,0,NA,"SU",NA,FALSE
1999,5350,1,1999-03-24,"SU",1999-06-02,FALSE
1999,5378,1,1999-03-29,"SU",1999-06-07,FALSE
1999,5463,0,NA,"SU",NA,FALSE
1999,5482,1,1999-03-31,"SU",1999-06-09,FALSE
1999,5540,1,1999-04-08,"SU",1999-06-17,FALSE
1999,5562,1,1999-03-31,"SU",1999-06-09,FALSE
1999,5564,0,NA,"SU",NA,FALSE
1999,5682,1,1999-04-04,"SU",1999-06-13,FALSE
1999,5696,1,1999-04-16,"SU",1999-06-25,FALSE
1999,5725,0,NA,"SU",NA,FALSE
1999,5749,1,1999-04-08,"SU",1999-06-17,FALSE
1999,5959,0,NA,"SU",NA,FALSE
1999,6342,1,1999-04-12,"SU",1999-06-21,FALSE
1999,6495,0,NA,"SU",NA,FALSE
1999,6502,0,NA,"SU",NA,FALSE
1999,6506,0,NA,"SU",NA,FALSE
1999,6508,0,NA,"SU",NA,FALSE
1999,6526,0,NA,"SU",NA,FALSE
1999,6834,0,NA,"SU",NA,FALSE
2000,4623,1,2000-04-16,"KL",2000-06-25,FALSE
2000,4682,1,2000-04-28,"KL",2000-07-07,FALSE
2000,4697,1,2000-04-22,"KL",2000-07-01,FALSE
2000,4704,1,2000-05-04,"KL",2000-07-13,FALSE
2000,4705,1,2000-05-07,"KL",2000-07-16,FALSE
2000,4713,1,2000-04-10,"KL",2000-06-19,FALSE
2000,4722,1,2000-04-15,"KL",2000-06-24,FALSE
2000,4735,1,2000-05-09,"KL",2000-07-18,FALSE
2000,4741,1,2000-04-22,"KL",2000-07-01,FALSE
2000,4760,1,2000-04-12,"KL",2000-06-21,FALSE
2000,4774,0,NA,"KL",NA,FALSE
2000,4783,0,NA,"KL",NA,FALSE
2000,4784,1,2000-04-29,"KL",2000-07-08,FALSE
2000,4792,1,2000-04-18,"KL",2000-06-27,FALSE
2000,4796,0,NA,"KL",NA,FALSE
2000,4810,1,2000-05-08,"KL",2000-07-17,FALSE
2000,4818,1,2000-06-06,"KL",2000-08-15,FALSE
2000,4819,0,NA,"KL",NA,FALSE
2000,4822,0,NA,"KL",NA,FALSE
2000,4826,1,2000-04-14,"KL",2000-06-23,FALSE
2000,4842,1,2000-05-06,"KL",2000-07-15,FALSE
2000,4851,0,NA,"KL",NA,FALSE
2000,4865,1,2000-03-30,"KL",2000-06-08,FALSE
2000,4870,1,2000-06-05,"KL",2000-08-14,FALSE
2000,4879,1,2000-04-05,"KL",2000-06-14,FALSE
2000,4881,1,2000-04-15,"KL",2000-06-24,FALSE
2000,4883,0,NA,"KL",NA,FALSE
2000,4884,0,NA,"KL",NA,FALSE
2000,4895,1,2000-04-24,"KL",2000-07-03,FALSE
2000,4898,1,2000-04-10,"KL",2000-06-19,FALSE
2000,4906,1,2000-05-05,"KL",2000-07-14,FALSE
2000,4909,1,2000-04-10,"KL",2000-06-19,FALSE
2000,4916,1,2000-04-20,"KL",2000-06-29,FALSE
2000,4921,0,NA,"KL",NA,FALSE
2000,4923,0,NA,"KL",NA,FALSE
2000,4924,0,NA,"KL",NA,FALSE
2000,4996,1,2000-03-30,"KL",2000-06-08,FALSE
2000,5020,1,2000-04-21,"KL",2000-06-30,FALSE
2000,5166,0,NA,"KL",NA,FALSE
2000,5175,0,NA,"KL",NA,FALSE
2000,5176,1,2000-04-28,"KL",2000-07-07,FALSE
2000,5187,1,2000-04-29,"KL",2000-07-08,FALSE
2000,5194,1,2000-04-17,"KL",2000-06-26,FALSE
2000,5231,1,2000-04-18,"KL",2000-06-27,FALSE
2000,5258,1,2000-05-18,"KL",2000-07-27,FALSE
2000,5339,1,2000-04-20,"KL",2000-06-29,FALSE
2000,5339,1,2000-06-15,"KL",2000-08-24,TRUE
2000,5348,0,NA,"KL",NA,FALSE
2000,5360,1,2000-04-10,"KL",2000-06-19,FALSE
2000,5418,1,2000-04-17,"KL",2000-06-26,FALSE
2000,5422,0,NA,"KL",NA,FALSE
2000,5496,0,NA,"KL",NA,FALSE
2000,5513,0,NA,"KL",NA,FALSE
2000,5518,0,NA,"KL",NA,FALSE
2000,5526,0,NA,"KL",NA,FALSE
2000,5544,0,NA,"KL",NA,FALSE
2000,5561,0,NA,"KL",NA,FALSE
2000,5587,0,NA,"KL",NA,FALSE
2000,5627,0,NA,"KL",NA,FALSE
2000,5674,1,2000-04-09,"KL",2000-06-18,FALSE
2000,5715,0,NA,"KL",NA,FALSE
2000,5717,0,NA,"KL",NA,FALSE
2000,5754,0,NA,"KL",NA,FALSE
2000,5755,0,NA,"KL",NA,FALSE
2000,5763,1,2000-04-17,"KL",2000-06-26,FALSE
2000,5808,0,NA,"KL",NA,FALSE
2000,5824,0,NA,"KL",NA,FALSE
2000,5940,0,NA,"KL",NA,FALSE
2000,6041,1,2000-04-06,"KL",2000-06-15,FALSE
2000,6071,0,NA,"KL",NA,FALSE
2000,6072,0,NA,"KL",NA,FALSE
2000,6532,1,2000-04-24,"KL",2000-07-03,FALSE
2000,4657,0,NA,"SU",NA,FALSE
2000,4724,1,2000-05-14,"SU",2000-07-23,FALSE
2000,4727,0,NA,"SU",NA,FALSE
2000,4787,1,2000-04-26,"SU",2000-07-05,FALSE
2000,4833,0,NA,"SU",NA,FALSE
2000,4864,1,2000-04-23,"SU",2000-07-02,FALSE
2000,4891,0,NA,"SU",NA,FALSE
2000,4896,0,NA,"SU",NA,FALSE
2000,4901,1,2000-05-02,"SU",2000-07-11,FALSE
2000,4925,1,2000-06-04,"SU",2000-08-13,FALSE
2000,4954,1,2000-05-08,"SU",2000-07-17,FALSE
2000,4992,1,2000-05-03,"SU",2000-07-12,FALSE
2000,5001,1,2000-05-19,"SU",2000-07-28,FALSE
2000,5049,1,2000-04-15,"SU",2000-06-24,FALSE
2000,5049,1,2000-06-04,"SU",2000-08-13,FALSE
2000,5110,1,2000-05-04,"SU",2000-07-13,FALSE
2000,5125,0,NA,"SU",NA,FALSE
2000,5136,1,2000-06-04,"SU",2000-08-13,FALSE
2000,5199,0,NA,"SU",NA,FALSE
2000,5239,0,NA,"SU",NA,FALSE
2000,5252,0,NA,"SU",NA,FALSE
2000,5264,0,NA,"SU",NA,FALSE
2000,5454,1,2000-05-23,"SU",2000-08-01,FALSE
2000,5463,0,NA,"SU",NA,FALSE
2000,5482,1,2000-05-04,"SU",2000-07-13,FALSE
2000,5540,1,2000-05-10,"SU",2000-07-19,FALSE
2000,5562,1,2000-05-23,"SU",2000-08-01,FALSE
2000,5564,0,NA,"SU",NA,FALSE
2000,5586,1,2000-05-19,"SU",2000-07-28,FALSE
2000,5682,0,NA,"SU",NA,FALSE
2000,5696,1,2000-05-01,"SU",2000-07-10,FALSE
2000,5725,0,NA,"SU",NA,FALSE
2000,5749,1,2000-04-24,"SU",2000-07-03,FALSE
2000,5856,1,2000-06-03,"SU",2000-08-12,FALSE
